_id,ags2,bundesland,ags5,kreis,kr_ein_md,kr_schu_qu,kr_hh_eink_kl1,kr_hh_eink_kl2,kr_hh_eink_kl3,kr_hh_eink_kl4,kr_hh_eink_kl5,kr_hh_eink_kl6,kr_kk_hh,kr_kk_ew
199,08,Baden-Württemberg,08226,Rhein-Neckar-Kreis,3517,8.1,7216,29018,77810,55317,42111,53488,53230,25765
200,08,Baden-Württemberg,08231,Pforzheim,3249,14.6,1640,11249,25775,10623,6549,6473,46778,23225
201,08,Baden-Württemberg,08235,Calw,3187,8.6,8965,10686,18185,14306,11592,12324,50409,24227
202,08,Baden-Württemberg,08236,Enzkreis,3275,7.2,2394,9302,23556,19565,15470,19900,57379,26037
203,08,Baden-Württemberg,08237,Freudenstadt,3396,7.6,4404,7060,14902,10647,8308,8161,55494,25187
204,08,Baden-Württemberg,08311,Freiburg im Breisgau,3471,8.1,3119,11326,33174,24555,25337,20518,43778,22446
205,08,Baden-Württemberg,08315,Breisgau-Hochschwarzwald,3086,7.2,2472,8876,32104,29256,22895,26483,54246,25227
206,08,Baden-Württemberg,08316,Emmendingen,3203,7.1,1136,5741,22419,18017,13127,14871,52228,23802
207,08,Baden-Württemberg,08317,Ortenaukreis,3189,8.3,6403,24564,58804,42913,30884,32580,52446,23978
208,08,Baden-Württemberg,08325,Rottweil,3382,8.0,4478,9037,17917,12239,9421,10298,56598,25752
209,08,Baden-Württemberg,08326,Schwarzwald-Baar-Kreis,3271,9.2,7999,16390,30436,18934,13705,14693,52368,25208
210,08,Baden-Württemberg,08327,Tuttlingen,3493,9.2,2279,8039,18536,13244,10009,10504,57888,25879
211,08,Baden-Württemberg,08335,Konstanz,3267,10.2,3672,17140,42553,28681,23847,29859,49694,25398
212,08,Baden-Württemberg,08336,Lörrach,3382,8.8,2096,8749,29653,24811,18755,25070,57571,27502
213,08,Baden-Württemberg,08337,Waldshut,3117,8.9,2463,8897,23603,18227,12442,14752,54727,25813
214,08,Baden-Württemberg,08415,Reutlingen,3496,7.8,3704,14238,36209,28566,22665,27033,54317,25102
215,08,Baden-Württemberg,08416,Tübingen,3484,6.0,6524,13012,27661,23002,18007,23225,48791,23930
216,08,Baden-Württemberg,08417,Zollernalbkreis,3261,8.3,7270,13465,22789,16159,13124,14550,56699,26236
217,08,Baden-Württemberg,08421,Ulm,3650,8.3,891,5540,19727,14423,10206,12974,52858,26687
218,08,Baden-Württemberg,08425,Alb-Donau-Kreis,3239,6.3,2830,9654,24587,18618,14640,17462,54165,24277
219,08,Baden-Württemberg,08426,Biberach,3716,6.5,5934,11515,23656,16777,14225,18211,54814,24806
220,08,Baden-Württemberg,08435,Bodenseekreis,3896,7.3,2180,8681,26697,22173,18889,27398,55453,27207
221,08,Baden-Württemberg,08436,Ravensburg,3250,7.0,6682,14735,33787,24398,21855,28991,52639,24175
222,08,Baden-Württemberg,08437,Sigmaringen,3288,9.1,3082,8796,18681,11824,8718,8311,51467,23384
223,09,Freistaat Bayern,09161,Ingolstadt,4635,7.2,1996,7855,16487,12068,11316,17329,50031,24497
224,09,Freistaat Bayern,09162,München,4169,9.0,5704,29352,151977,161041,182680,281801,53288,29432
225,09,Freistaat Bayern,09163,Rosenheim,3291,10.3,679,3665,10882,6617,5082,6356,45238,23788
226,09,Freistaat Bayern,09171,Altötting,3524,6.9,3863,7937,14083,9347,7661,9253,51040,23954
227,09,Freistaat Bayern,09172,Berchtesgadener Land,2923,6.7,3155,7669,15506,7814,7833,10420,47006,23313
228,09,Freistaat Bayern,09173,Bad Tölz-Wolfratshausen,3104,6.7,635,3041,12980,12195,9769,21828,57960,27558
229,09,Freistaat Bayern,09174,Dachau,3085,6.1,548,2584,11528,14219,16330,23996,57569,25900
230,09,Freistaat Bayern,09175,Ebersberg,3103,5.8,315,2008,9685,11308,15147,25989,61899,28087
231,09,Freistaat Bayern,09176,Eichstätt,3219,3.7,2572,4827,10717,10177,11584,18132,57000,25002
232,09,Freistaat Bayern,09177,Erding,2936,6.3,807,3506,11727,11590,12625,20372,57961,25540
233,09,Freistaat Bayern,09178,Freising,3440,7.0,1292,5041,17578,18701,17345,23793,52128,24391
234,09,Freistaat Bayern,09179,Fürstenfeldbruck,3164,6.5,606,4284,19118,19261,22304,35692,58261,26916
235,09,Freistaat Bayern,09180,Garmisch-Partenkirchen,2843,7.5,2842,5168,12336,8833,6998,11394,49597,26689
236,09,Freistaat Bayern,09181,Landsberg am Lech,3308,5.7,1428,4002,10648,9501,10403,20202,56780,26589
237,09,Freistaat Bayern,09182,Miesbach,3099,7.2,941,2875,8913,8065,9470,20338,60107,30506
238,09,Freistaat Bayern,09183,Mühldorf a.Inn,3074,7.9,3807,7520,12422,8756,8394,10994,54173,24417
239,09,Freistaat Bayern,09184,München,4227,6.4,202,2877,18022,29775,42932,72733,66638,31823
240,09,Freistaat Bayern,09185,Neuburg-Schrobenhausen,3209,5.4,3066,5599,9440,7353,7688,11372,52925,24387
241,09,Freistaat Bayern,09186,Pfaffenhofen a.d.Ilm,3282,6.3,1797,4063,10456,10662,12038,19245,58858,26983
242,09,Freistaat Bayern,09187,Rosenheim,3023,6.5,2669,9588,25856,21676,23411,40861,55977,26628
243,09,Freistaat Bayern,09188,Starnberg,3656,6.3,226,1149,5351,7588,12675,38373,82669,39727
244,09,Freistaat Bayern,09189,Traunstein,3249,5.9,6253,11352,18881,12146,14578,22683,52399,25433
245,09,Freistaat Bayern,09190,Weilheim-Schongau,3509,6.7,1769,5871,15103,11263,11178,19065,54585,25926
246,09,Freistaat Bayern,09261,Landshut,3140,8.4,2595,5537,10345,6106,5045,7565,49416,25399
247,09,Freistaat Bayern,09262,Passau,3265,9.7,9186,7564,6454,3532,2745,2760,35509,21819
248,09,Freistaat Bayern,09263,Straubing,3007,11.5,3180,5220,7220,3611,2570,2904,44031,22767
249,09,Freistaat Bayern,09271,Deggendorf,3056,7.5,6370,8641,14641,9894,8048,9020,48911,23216
250,09,Freistaat Bayern,09272,Freyung-Grafenau,2773,6.1,5394,6124,11051,6765,4611,3864,45360,21903
251,09,Freistaat Bayern,09273,Kelheim,3094,6.5,2648,5980,14081,10828,8935,11097,54715,23994
252,09,Freistaat Bayern,09274,Landshut,3096,5.6,2266,6667,15849,13116,13074,18522,56577,24801
253,09,Freistaat Bayern,09275,Passau,2749,6.6,10886,11625,23172,17440,12638,13207,49471,22938
254,09,Freistaat Bayern,09276,Regen,2888,6.5,4893,6838,10620,6792,4479,3683,45594,21926
255,09,Freistaat Bayern,09277,Rottal-Inn,2796,6.3,5110,7371,13962,10684,8590,9187,53002,24131
256,09,Freistaat Bayern,09278,Straubing-Bogen,2834,5.3,2814,4536,10189,9229,7532,9258,56175,24331
257,09,Freistaat Bayern,09279,Dingolfing-Landau,3911,6.3,2479,4714,10636,8500,7038,8847,57775,25361
258,09,Freistaat Bayern,09361,Amberg,3416,10.3,4108,4929,6990,2839,2073,2470,41970,23419
259,09,Freistaat Bayern,09362,Regensburg,3676,9.8,8862,15576,27459,16033,10360,12011,39104,23145
260,09,Freistaat Bayern,09363,Weiden i.d.OPf.,2823,11.7,5458,5780,6386,2900,1880,2057,38961,22428
261,09,Freistaat Bayern,09371,Amberg-Sulzbach,3107,6.2,4175,7927,14461,9604,6697,6031,49611,23551
262,09,Freistaat Bayern,09372,Cham,2821,6.0,5610,9808,18130,10983,7859,6910,49590,23023
263,09,Freistaat Bayern,09373,Neumarkt i.d.OPf.,3182,5.4,4143,5998,15384,12397,9674,12202,55036,24667
264,09,Freistaat Bayern,09374,Neustadt a.d.Waldnaab,2942,6.6,5072,9055,14110,7766,5668,5376,47345,23600
265,09,Freistaat Bayern,09375,Regensburg,3111,5.9,2324,8139,22147,17692,16039,21541,53958,24513
266,09,Freistaat Bayern,09376,Schwandorf,2965,7.2,6060,11660,21310,13396,9564,8386,47514,22741
267,09,Freistaat Bayern,09377,Tirschenreuth,2887,5.9,2270,7462,12517,5522,3556,3041,48605,23069
268,09,Freistaat Bayern,09461,Bamberg,3367,8.4,4043,8068,14844,7032,4333,4875,39374,21930
269,09,Freistaat Bayern,09462,Bayreuth,3137,9.8,6958,10208,13088,4969,3360,3306,38868,21814
270,09,Freistaat Bayern,09463,Coburg,3551,9.3,3843,4186,6506,3391,2351,2759,46794,26142
271,09,Freistaat Bayern,09464,Hof,2668,14.1,6348,6686,8340,1716,1285,1315,37150,20791
272,09,Freistaat Bayern,09471,Bamberg,2888,6.1,2065,7631,21842,15973,10507,11031,49557,23279
273,09,Freistaat Bayern,09472,Bayreuth,2849,6.4,4442,7875,15018,9162,6298,6064,49516,23358
274,09,Freistaat Bayern,09473,Coburg,2655,7.7,1992,5776,13929,8700,5568,5884,57386,27651
275,09,Freistaat Bayern,09474,Forchheim,3088,6.2,1729,5564,14273,11238,9535,11632,53587,24934
276,09,Freistaat Bayern,09475,Hof,2698,8.9,6126,9925,18452,5627,3960,3391,46128,23002
277,09,Freistaat Bayern,09476,Kronach,2745,6.9,2971,6428,12201,5539,3441,2771,48549,24138
278,09,Freistaat Bayern,09477,Kulmbach,2956,7.6,3675,6544,10601,5977,4070,4175,50559,24674
279,09,Freistaat Bayern,09478,Lichtenfels,2724,7.3,2968,6397,10171,5381,3847,3260,47934,22987
280,09,Freistaat Bayern,09479,Wunsiedel i.Fichtelgebirge,2887,9.2,5617,8993,13545,4111,2817,2632,44929,23183
281,09,Freistaat Bayern,09561,Ansbach,3171,10.5,4213,4214,6634,3426,1916,2229,40836,22095
282,09,Freistaat Bayern,09562,Erlangen,4633,6.8,5787,10142,21104,10914,7080,10038,43142,25082
283,09,Freistaat Bayern,09563,Fürth,3221,11.8,4982,9157,20315,14153,9394,9257,47119,24817
284,09,Freistaat Bayern,09564,Nürnberg,3470,11.9,43576,53731,77512,41196,29689,37643,42112,23026
285,09,Freistaat Bayern,09565,Schwabach,3011,8.1,1800,2418,5176,3738,2673,4410,54308,26940
286,09,Freistaat Bayern,09571,Ansbach,2865,6.1,4835,11430,25566,16986,12391,11420,53732,24153
287,09,Freistaat Bayern,09572,Erlangen-Höchstadt,3953,5.0,1527,4934,14807,12197,11552,18515,57524,26841
288,09,Freistaat Bayern,09573,Fürth,2862,6.5,2158,5780,15537,11031,8902,13595,54499,26478
289,09,Freistaat Bayern,09574,Nürnberger Land,3143,6.8,3241,8883,22362,16081,12880,17853,55044,26292
290,09,Freistaat Bayern,09575,Neustadt a.d.Aisch-Bad Windsheim,2765,6.8,2554,6635,14861,9642,6496,6204,52001,24062
291,09,Freistaat Bayern,09576,Roth,2975,5.7,1946,6025,15474,11961,9828,12592,55462,25280
292,09,Freistaat Bayern,09577,Weißenburg-Gunzenhausen,3029,7.1,2592,6742,13413,8885,6179,5629,51436,23685
293,09,Freistaat Bayern,09661,Aschaffenburg,3327,10.9,1977,4943,12070,8806,5772,5527,45977,25496
294,09,Freistaat Bayern,09662,Schweinfurt,3962,10.6,3179,8346,9092,3608,2213,2257,40033,21273
295,09,Freistaat Bayern,09663,Würzburg,3317,7.7,6309,17891,27473,11913,6880,7227,40925,24870
296,09,Freistaat Bayern,09671,Aschaffenburg,3070,7.1,2164,8600,25017,20108,14769,15465,51120,25285
297,09,Freistaat Bayern,09672,Bad Kissingen,2887,6.5,5878,9659,15773,8787,5565,5189,48266,23807
298,09,Freistaat Bayern,09673,Rhön-Grabfeld,3117,5.7,1599,6687,12862,6764,4566,4058,51891,23823
299,09,Freistaat Bayern,09674,Haßberge,3128,6.7,2211,7064,14223,7104,4663,4323,48733,22838
300,09,Freistaat Bayern,09675,Kitzingen,3064,6.7,1902,6823,13557,8541,5669,5464,52590,24299
301,09,Freistaat Bayern,09676,Miltenberg,3108,8.2,2434,8542,20330,13759,8884,8168,49679,23979
302,09,Freistaat Bayern,09677,Main-Spessart,3400,5.6,3344,9633,20081,11956,8165,7152,50524,24138
303,09,Freistaat Bayern,09678,Schweinfurt,2709,5.0,2578,8285,18456,10670,6834,6925,50545,23627
304,09,Freistaat Bayern,09679,Würzburg,2980,5.4,3441,9583,23014,16386,12152,13650,52198,25247
305,09,Freistaat Bayern,09761,Augsburg,3550,11.1,12468,32537,61517,27630,15192,13689,36686,20271
306,09,Freistaat Bayern,09762,Kaufbeuren,3064,10.8,2526,5125,6760,2826,2097,2959,45763,23258
307,09,Freistaat Bayern,09763,Kempten (Allgäu),3161,10.0,3251,7487,11701,5928,3621,4341,42412,22375
308,09,Freistaat Bayern,09764,Memmingen,3259,10.2,1058,2482,6758,4527,2929,3941,59085,29265
309,09,Freistaat Bayern,09771,Aichach-Friedberg,2973,5.6,2646,4873,12893,10456,11070,18755,57601,26187
310,09,Freistaat Bayern,09772,Augsburg,2922,6.5,2748,11335,31809,21805,18828,31133,55082,25780
311,09,Freistaat Bayern,09773,Dillingen a.d.Donau,3140,6.6,2369,5772,10647,8345,7013,8077,57603,25346
312,09,Freistaat Bayern,09774,Günzburg,3116,7.4,2616,8168,15952,11057,9023,9932,54761,24732
313,09,Freistaat Bayern,09775,Neu-Ulm,3392,7.3,5189,12206,23672,15193,12291,15712,51319,24834
314,09,Freistaat Bayern,09776,Lindau (Bodensee),3334,7.6,1899,4382,10928,7859,6828,10105,53011,27281
315,09,Freistaat Bayern,09777,Ostallgäu,3231,6.3,4076,8392,16455,11687,10814,15803,52358,25107
316,09,Freistaat Bayern,09778,Unterallgäu,3297,6.1,4051,6995,15103,12738,10743,15768,60441,27461
317,09,Freistaat Bayern,09779,Donau-Ries,3368,5.6,2530,7245,16893,12552,9634,11118,57645,25919
318,09,Freistaat Bayern,09780,Oberallgäu,2978,6.4,6889,11106,20213,11659,11504,17950,49376,25230
319,10,Saarland,10041,Regionalverband Saarbrücken,3431,14.4,31031,44117,53073,24122,13716,11119,37046,19917
320,10,Saarland,10042,Landkreis Merzig-Wadern,3028,9.2,6427,8929,14445,8090,6057,4767,41603,19630
321,10,Saarland,10043,Landkreis Neunkirchen,3190,12.0,9728,17246,21407,8955,5722,4455,40151,20516
322,10,Saarland,10044,Landkreis Saarlouis,3268,9.8,12911,19670,29421,15635,10518,9538,42910,21491
323,10,Saarland,10045,Saarpfalz-Kreis,3494,9.1,12302,12367,19028,11948,8807,8285,45437,23189
324,10,Saarland,10046,Landkreis St. Wendel,3102,7.8,7005,8407,13291,6558,4611,3945,43745,21950
325,11,Berlin,11000,Berlin,3126,12.5,202077,345090,484494,343253,330279,280762,38190,20811
326,12,Brandenburg,12051,Brandenburg an der Havel,2765,15.9,12463,12536,8591,3341,2014,1788,33127,18714
327,12,Brandenburg,12052,Cottbus,2653,11.6,13994,16069,16142,5388,3206,2287,36534,20815
328,12,Brandenburg,12053,Frankfurt (Oder),2692,12.7,5862,12331,8812,1811,1252,1050,34553,18583
329,12,Brandenburg,12054,Potsdam,2979,8.8,5487,17692,29458,18024,12225,11050,38758,20445
330,12,Brandenburg,12060,Barnim,2402,9.5,16906,20644,18200,11396,10689,12075,42694,21008
331,12,Brandenburg,12061,Dahme-Spreewald,2518,9.4,12859,15099,21869,12592,9190,10891,43842,21400
332,12,Brandenburg,12062,Elbe-Elster,2215,9.0,11700,9028,22646,4999,2703,1302,38402,19601
333,12,Brandenburg,12063,Havelland,2227,10.3,15184,13763,17721,10186,9073,11650,43354,20781
334,12,Brandenburg,12064,Märkisch-Oderland,2408,9.8,16362,20980,23747,12603,10626,11188,42707,20999
335,12,Brandenburg,12065,Oberhavel,2591,9.6,17391,18168,26338,14737,11976,15967,44212,21891
336,12,Brandenburg,12066,Oberspreewald-Lausitz,2490,9.5,12977,12278,22253,4920,3382,2080,38429,20141
337,12,Brandenburg,12067,Oder-Spree,2532,9.5,19048,19615,26742,12000,8332,7175,40350,20991
338,12,Brandenburg,12068,Ostprignitz-Ruppin,2310,12.5,12513,14425,13616,5542,3889,2665,36733,19529
339,12,Brandenburg,12069,Potsdam-Mittelmark,2479,7.6,8034,16268,27052,14074,12266,19891,51347,23349
340,12,Brandenburg,12070,Prignitz,2239,11.5,17359,9295,12512,3234,2014,1270,33332,19904
341,12,Brandenburg,12071,Spree-Neiße,2532,9.5,11590,13666,20835,6005,4137,2886,40511,20936
342,12,Brandenburg,12072,Teltow-Fläming,2441,10.5,13126,19908,20896,10451,8208,8857,42346,20501
343,12,Brandenburg,12073,Uckermark,2334,10.4,15514,17510,18871,6262,3839,2126,35578,19090
344,13,Mecklenburg-Vorpommern,13003,"Rostock, Hansestadt",2763,10.8,21192,43271,28659,12713,7361,5235,33335,18902
345,13,Mecklenburg-Vorpommern,13004,"Schwerin, Landeshauptstadt",2795,13.5,12012,17440,13092,5605,3034,2839,34893,19676
346,13,Mecklenburg-Vorpommern,13071,Mecklenburgische Seenplatte,2325,10.4,28740,42844,35929,13036,9459,6082,37258,19580
347,13,Mecklenburg-Vorpommern,13072,Landkreis Rostock,2239,9.9,16794,23603,28905,14424,11793,8879,43022,20888
348,13,Mecklenburg-Vorpommern,13073,Vorpommern-Rügen,2194,10.9,23106,35590,32375,15034,9661,6338,36435,19806
349,13,Mecklenburg-Vorpommern,13074,Nordwestmecklenburg,2495,10.5,17623,21070,20182,9073,7553,5766,38369,19899
350,13,Mecklenburg-Vorpommern,13075,Vorpommern-Greifswald,2244,9.7,26198,36875,37329,12181,7503,5248,35525,18823
351,13,Mecklenburg-Vorpommern,13076,Ludwigslust-Parchim,2295,10.1,17954,25173,34374,12813,9423,6286,41601,20756
352,14,Sachsen,14511,Chemnitz,2633,11.6,33798,45283,44663,9535,6149,5120,35155,20559
353,14,Sachsen,14521,Erzgebirgskreis,2191,8.2,30186,35707,72999,18997,10729,6558,40173,20848
354,14,Sachsen,14522,Mittelsachsen,2243,9.4,27049,35475,60629,15444,10694,7183,41048,20986
355,14,Sachsen,14523,Vogtlandkreis,2241,10.5,30696,22992,48876,9519,6572,4829,38323,20784
356,14,Sachsen,14524,Zwickau,2484,10.0,32419,38119,65128,15805,10633,8009,40108,21494
357,14,Sachsen,14612,Dresden,2987,9.4,60046,87566,62994,39471,29437,22394,36642,19950
358,14,Sachsen,14625,Bautzen,2283,8.2,19288,37830,53805,17869,11486,7447,42461,20891
359,14,Sachsen,14626,Görlitz,2183,8.9,32305,32705,50149,9986,6156,4034,36947,19627
360,14,Sachsen,14627,Meißen,2418,9.1,19586,32089,36651,14917,11147,10174,42203,21718
361,14,Sachsen,14628,Sächsische Schweiz-Osterzgebirge,2298,8.4,18290,30660,42391,14424,9704,8415,42188,21289
362,14,Sachsen,14713,Leipzig,2807,13.2,85779,91184,70440,38443,25880,18564,33038,18566
363,14,Sachsen,14729,Leipzig,2275,10.0,19938,28450,40340,16363,12883,11911,43734,22045
364,14,Sachsen,14730,Nordsachsen,2371,11.2,16888,25778,34623,10678,7544,6105,40208,20682
365,15,Sachsen-Anhalt,15001,Dessau-Roßlau,2664,12.9,11037,13727,12137,3796,2306,2288,36949,20604
366,15,Sachsen-Anhalt,15002,Halle (Saale),2806,16.4,26884,51893,34489,12134,5594,3914,32326,18229
367,15,Sachsen-Anhalt,15003,Magdeburg,2760,14.7,29353,42593,39638,8905,5771,6075,34711,19247
368,15,Sachsen-Anhalt,15081,Altmarkkreis Salzwedel,2266,12.4,5039,9647,14314,5016,3262,2305,44458,21018
369,15,Sachsen-Anhalt,15082,Anhalt-Bitterfeld,2321,12.6,19502,18800,33796,6034,4418,3341,37712,20267
370,15,Sachsen-Anhalt,15083,Börde,2513,10.7,9610,19192,31550,10157,8085,5926,43810,21568
371,15,Sachsen-Anhalt,15084,Burgenlandkreis,2383,11.6,21013,21553,34646,8026,5617,3906,38004,19993
372,15,Sachsen-Anhalt,15085,Harz,2450,12.6,27041,26915,37985,11336,7043,5533,37980,20525
373,15,Sachsen-Anhalt,15086,Jerichower Land,2352,12.0,6040,11098,14808,5128,3847,2954,43634,21296
374,15,Sachsen-Anhalt,15087,Mansfeld-Südharz,2324,12.4,13469,15819,31256,5151,3218,2238,37841,19768
375,15,Sachsen-Anhalt,15088,Saalekreis,2528,11.7,15075,23830,31214,10745,8141,6318,41190,21279
376,15,Sachsen-Anhalt,15089,Salzlandkreis,2449,13.1,20652,25178,38619,7637,5015,3931,37472,19871
377,15,Sachsen-Anhalt,15090,Stendal,2358,12.6,10376,12984,22776,5145,3175,2111,38894,19657
378,15,Sachsen-Anhalt,15091,Wittenberg,2293,10.6,13999,12136,25994,6174,4163,2753,40275,20879
379,16,Thüringen,16051,Erfurt,2679,11.1,18686,31906,32620,15024,9628,7452,36459,19677
380,16,Thüringen,16052,Gera,2390,11.8,12583,16574,17519,2871,2013,1996,35712,20317
381,16,Thüringen,16053,Jena,3066,5.9,11455,14903,13170,10763,5775,4363,35176,19085
382,16,Thüringen,16054,Suhl,2540,10.7,6864,4152,5154,1983,1280,917,38095,22260
383,16,Thüringen,16055,Weimar,2902,10.7,4962,9613,10488,4753,2296,2316,37057,19601
384,16,Thüringen,16056,Eisenach,2721,12.1,4350,6768,7325,1935,1260,1127,37245,20016
385,16,Thüringen,16061,Eichsfeld,2360,6.4,4163,8818,20006,6797,4053,2306,44883,20644
386,16,Thüringen,16062,Nordhausen,2467,10.3,10857,10615,15542,3884,2330,1635,35899,19220
387,16,Thüringen,16063,Wartburgkreis,2514,8.1,6128,11304,26092,7761,4753,3146,44912,21615
388,16,Thüringen,16064,Unstrut-Hainich-Kreis,2242,10.0,8305,11051,21690,4605,3070,2148,39655,19607
389,16,Thüringen,16065,Kyffhäuserkreis,2427,11.5,8269,8397,15241,3418,1972,1232,37387,19212
390,16,Thüringen,16066,Schmalkalden-Meiningen,2352,9.6,12558,11836,24221,7278,4374,2839,41441,21386
391,16,Thüringen,16067,Gotha,2468,10.5,12182,15477,26561,7233,4751,3194,39312,20149
392,16,Thüringen,16068,Sömmerda,2388,9.5,3966,7967,13077,4005,2582,1919,41994,20212
393,16,Thüringen,16069,Hildburghausen,2311,8.4,2567,5759,13734,3669,2232,1514,45718,21214
394,16,Thüringen,16070,Ilm-Kreis,2509,9.5,14326,15249,17140,5664,3742,2909,37052,20119
395,16,Thüringen,16071,Weimarer Land,2372,9.5,5683,8914,13364,4972,3772,2848,42190,20370
396,16,Thüringen,16072,Sonneberg,2362,8.9,5428,5563,12090,2970,1643,1289,41591,21462
397,16,Thüringen,16073,Saalfeld-Rudolstadt,2466,8.3,12237,13267,19810,5653,3271,2547,39242,20959
398,16,Thüringen,16074,Saale-Holzland-Kreis,2288,7.6,5131,9216,14445,5254,3446,2379,42956,20631
399,16,Thüringen,16075,Saale-Orla-Kreis,2253,7.6,7388,7994,17082,4532,2501,1632,40511,20610
400,16,Thüringen,16076,Greiz,2233,7.8,11098,10354,18760,5324,3370,2287,40784,21275
401,16,Thüringen,16077,Altenburger Land,2218,9.0,10621,9561,20085,3862,2322,1607,38560,20571
